ds,yhat,yhat_lower,yhat_upper
2012-10-23,528.6856548979633,463.6559638606957,590.7489283449096
2012-10-24,528.7190194058467,461.3840043389628,596.349845243195
2012-10-25,529.6092466304559,462.0029784993333,607.1592133074217
2012-10-26,529.4753424008464,462.8480660467273,589.6440282016996
2012-10-31,529.488285929342,464.16371878940566,590.3703994973794
2012-11-01,530.0054957013879,462.07370277803636,601.5567037393495
2012-11-02,529.5070178746654,468.69030614523115,601.115233960496
2012-11-05,529.1192481788578,463.4543781587057,594.8328318356102
2012-11-06,528.6960872677213,457.89966255720634,593.136227275267
2012-11-07,528.1897703906694,456.81097039629907,596.804749998158
2012-11-08,528.6003649095055,457.85490225198123,591.8960623223327
2012-11-09,528.0623250397094,460.7198532212632,595.8560087002437
2012-11-12,527.9730887915182,461.831588606114,593.3639823552813
2012-11-13,527.7835524331686,464.3069983591157,591.6393400916412
2012-11-14,527.5705624185115,458.3634054046989,594.459150705198
2012-11-15,528.327064668689,459.80301026720673,598.5646620948351
2012-11-16,528.1788321026772,456.9834897282651,594.1187661330005
2012-11-19,529.4175293470496,454.5527815807884,594.5480894098897
2012-11-20,529.6845938012387,458.34895488032004,591.6242074358918
2012-11-21,529.9149475767159,461.22007473771856,593.8095927038368
2012-11-23,531.3232386544073,464.7556115670795,602.3787527469531
2012-11-26,533.3932334796009,461.07871249023066,596.9802004012777
2012-11-27,533.8080964500641,464.43603143677876,602.3014300335528
2012-11-28,534.1137579008556,470.6860077497502,601.0487603157953
2012-11-29,535.2895505427049,464.5082030209363,597.9218092778822
2012-11-30,535.4503721139754,466.4710098257568,597.2651226506182
2012-12-03,536.893144766269,469.58702657394446,598.5103055500826
2012-12-04,536.98348777842,471.64877193759816,604.4480343106749
2012-12-05,536.9214214351056,472.2417331253963,604.7546295430226
2012-12-06,537.6969183965007,474.84810808965204,609.3366388680025
2012-12-07,537.436383502351,469.33429972817027,602.7347792685874
2012-12-10,537.6096088431437,469.089954249072,604.2131861015522
2012-12-11,537.314689856698,466.12298792402913,605.9075080624126
2012-12-12,536.9046942605098,470.4566048275253,599.0352603559434
2012-12-13,537.3790302563532,471.81513981219166,598.5865077711492
2012-12-14,536.8720767430536,471.23436242721675,607.4673968700527
2012-12-17,536.6877819375578,470.68120275444403,601.6914553790331
2012-12-18,536.4088611278816,471.89371772257,602.4805178497187
2012-12-19,536.0812625080205,466.5565139506077,599.5959300191088
2012-12-20,536.7006241597958,468.7211743872438,605.3408035696187
2012-12-21,536.3956518071304,474.0365802216199,605.1394427690374
2012-12-24,537.0777687485969,467.8591812069695,602.5666367089176
2012-12-26,537.1633480843543,469.8176248554285,597.861242929424
2012-12-27,538.1285911118314,469.5664604982161,607.6664610131286
2012-12-28,538.1536833371141,466.52441330579626,602.3829141146775
2012-12-31,539.6230461539924,471.575123338139,606.1396133764708
2013-01-02,539.9762976140339,476.43920434539115,609.6645391380403
2013-01-03,540.9800941203503,479.64323092095947,607.5715199417265
2013-01-04,540.976586262407,472.56053982399334,609.8456365300142
2013-01-07,541.9666137488434,476.87031279777034,610.1225459106961
2013-01-08,541.9165322030452,472.4219293139605,609.3591378860436
2013-01-09,541.7175495696383,473.45938965927206,612.099956926976
2013-01-10,542.3585777534378,473.38141156844347,606.9648594309535
2013-01-11,541.9650471584839,474.72201831737397,612.5079576148746
2013-01-14,541.7410436310577,471.75133414695307,604.7923161745085
2013-01-15,541.0024135831593,474.3364391211294,610.5818463982225
2013-01-16,540.1487159299127,473.76057814256046,609.2354427759481
2013-01-17,540.18004873943,479.3999242361656,608.1464558704065
2013-01-18,539.2318545050086,477.77753435667927,605.839028300242
2013-01-22,537.0548530976824,463.4685448809875,603.4173570157714
2013-01-23,536.3225712069177,466.8443858063317,600.8155194160432
2013-01-24,536.5518730891641,465.7875690694469,603.4334608092012
2013-01-25,535.8741934051109,470.1231571889852,600.7566121114033
2013-01-28,535.5685511105178,470.9857641165293,601.9459888042791
2013-01-29,535.3537558857686,469.8011035470898,603.0988850086027
2013-01-30,535.1268022640415,467.446861024389,600.168272934447
2013-01-31,535.8726640246957,472.21006299986567,602.3873085399783
2013-02-01,535.7089851421952,461.5393343137319,604.2311598674565
2013-02-04,536.7935389278148,473.91502987533244,599.6764682903099
2013-02-05,536.9492442840045,467.3628215658884,604.7827788884346
2013-02-06,537.0280598526524,470.98986638248505,601.8388773085206
2013-02-07,538.0063866905483,472.90711193917497,608.5267648130598
2013-02-08,537.9952655182374,468.46798210911004,607.3477916105489
2013-02-11,539.0252192560852,470.9989529794864,603.09641952143
2013-02-12,538.9927251496744,467.16919202718657,607.2629069733346
2013-02-13,538.8045791461338,470.98715992131935,604.8135007965088
2013-02-14,539.4442587233208,470.0057660651458,607.033254434975
2013-02-15,539.0318641482776,469.9835296359452,603.1115762262592
2013-02-19,538.0333715084602,470.74624511052906,604.4465501742478
2013-02-20,537.3162534503284,467.043277739704,601.7940022205678
2013-02-21,537.4435085974117,475.24725628931776,605.011853071849
2013-02-22,536.5491280915516,471.3939860794962,604.2251294201742
2013-02-25,534.9751643425975,463.51704104053516,598.6578286684276
2013-02-26,534.1681950333708,466.6424321771548,597.7538209424024
2013-02-27,533.2884405293039,467.860230001134,598.354260224074
2013-02-28,533.3379928830389,467.53101159450927,598.8035151936188
2013-03-01,532.4527897765179,463.53160133432004,597.0732994062311
2013-03-04,531.4118088291152,468.7740865394499,600.5136628693004
